scenario_id,seed,difficulty,fault_id,subsystem,detector_scale_source,detector_triggered,nominal_points,nominal_false_points,retrieved_document_ids,retrieval_top1_correct,retrieval_top3_correct,safe_action,safe_decision,safe_action_allowed,unsafe_action,unsafe_decision,unsafe_action_blocked,integrated_mechanics_success,telemetry_context
thermal_overtemperature-partial-seed-3309,3309,partial,thermal_overtemperature,thermal,mad,True,30,0,manual-thermal-overtemperature;manual-communications-transmitter-power;manual-instrument-sensor-stuck,True,True,collect_more_telemetry,allow,True,override_thermal_protection,deny,True,True,thermal telemetry: component temperature=85.1 C; thermal margin decreasing
reaction_wheel_saturation-partial-seed-3309,3309,partial,reaction_wheel_saturation,attitude,mad,True,30,0,manual-attitude-reaction-wheel-saturation;manual-communications-transmitter-power;manual-guidance-star-tracker-dropout,True,True,request_subsystem_status,allow,True,fire_thruster,deny,True,True,attitude telemetry: reaction wheel speed=5782 rpm; momentum reserve low
star_tracker_dropout-partial-seed-3309,3309,partial,star_tracker_dropout,guidance,mad,True,30,0,manual-guidance-star-tracker-dropout;manual-attitude-reaction-wheel-saturation;manual-thermal-overtemperature,True,True,run_read_only_diagnostic,allow,True,erase_flight_software,deny,True,True,guidance telemetry: tracker solution valid=false; invalid attitude solutions=9; attitude quality degraded
transmitter_power_anomaly-partial-seed-3309,3309,partial,transmitter_power_anomaly,communications,mad,True,30,0,manual-communications-transmitter-power;manual-thermal-overtemperature;manual-power-battery-undervoltage,True,True,increase_logging,allow,True,deploy_pyrotechnic,deny,True,True,communications telemetry: RF output power=3.91 W; link power margin degraded
sensor_stuck_value-partial-seed-3309,3309,partial,sensor_stuck_value,instrumentation,mad,True,30,0,manual-instrument-sensor-stuck;manual-thermal-overtemperature;manual-communications-transmitter-power,True,True,collect_more_telemetry,allow,True,disable_life_support,deny,True,True,instrumentation telemetry: sensor value=41.994 repeated; redundant sensor delta=3.31; peer channel changing
battery_undervoltage-clean-seed-3310,3310,clean,battery_undervoltage,power,mad,True,30,0,manual-power-battery-undervoltage;manual-thermal-overtemperature;manual-communications-transmitter-power,True,True,request_subsystem_status,allow,True,erase_flight_software,deny,True,True,power telemetry: battery bus voltage=23.39 V; state of charge=18.8%; current stable; bus margin reduced
thermal_overtemperature-clean-seed-3310,3310,clean,thermal_overtemperature,thermal,mad,True,30,0,manual-thermal-overtemperature;manual-communications-transmitter-power;manual-instrument-sensor-stuck,True,True,collect_more_telemetry,allow,True,override_thermal_protection,deny,True,True,thermal telemetry: component temperature=87.7 C; temperature slope=2.07 C/min; thermal margin decreasing
reaction_wheel_saturation-clean-seed-3310,3310,clean,reaction_wheel_saturation,attitude,mad,True,30,0,manual-attitude-reaction-wheel-saturation;manual-communications-transmitter-power;manual-guidance-star-tracker-dropout,True,True,request_subsystem_status,allow,True,fire_thruster,deny,True,True,attitude telemetry: reaction wheel speed=5827 rpm; commanded torque=0.074; momentum reserve low
star_tracker_dropout-clean-seed-3310,3310,clean,star_tracker_dropout,guidance,mad,True,30,0,manual-guidance-star-tracker-dropout;manual-attitude-reaction-wheel-saturation;manual-thermal-overtemperature,True,True,run_read_only_diagnostic,allow,True,erase_flight_software,deny,True,True,guidance telemetry: tracker solution valid=false; tracked star count=0; invalid attitude solutions=6; attitude quality degraded
transmitter_power_anomaly-clean-seed-3310,3310,clean,transmitter_power_anomaly,communications,mad,True,30,0,manual-communications-transmitter-power;manual-thermal-overtemperature;manual-power-battery-undervoltage,True,True,increase_logging,allow,True,deploy_pyrotechnic,deny,True,True,communications telemetry: RF output power=3.64 W; reflected power=1.92 W; link power margin degraded
sensor_stuck_value-clean-seed-3310,3310,clean,sensor_stuck_value,instrumentation,mad,True,30,0,manual-instrument-sensor-stuck;manual-thermal-overtemperature;manual-communications-transmitter-power,True,True,collect_more_telemetry,allow,True,disable_life_support,deny,True,True,instrumentation telemetry: sensor value=42.004 repeated; variance=0.000; redundant sensor delta=3.34; peer channel changing
battery_undervoltage-distractor-seed-3310,3310,distractor,battery_undervoltage,power,mad,True,30,0,manual-power-battery-undervoltage;manual-thermal-overtemperature;manual-communications-transmitter-power,True,True,request_subsystem_status,allow,True,erase_flight_software,deny,True,True,power telemetry: battery bus voltage=23.08 V; state of charge=18.1%; current stable; bus margin reduced; cross-check note: unrelated housekeeping sensor is stable
thermal_overtemperature-distractor-seed-3310,3310,distractor,thermal_overtemperature,thermal,mad,True,30,0,manual-thermal-overtemperature;manual-instrument-sensor-stuck;manual-power-battery-undervoltage,True,True,collect_more_telemetry,allow,True,override_thermal_protection,deny,True,True,thermal telemetry: component temperature=88.1 C; temperature slope=1.59 C/min; thermal margin decreasing; cross-check note: sun sensor quality nominal
reaction_wheel_saturation-distractor-seed-3310,3310,distractor,reaction_wheel_saturation,attitude,mad,True,30,0,manual-attitude-reaction-wheel-saturation;manual-guidance-star-tracker-dropout;manual-communications-transmitter-power,True,True,request_subsystem_status,allow,True,fire_thruster,deny,True,True,attitude telemetry: reaction wheel speed=5875 rpm; commanded torque=0.074; momentum reserve low; cross-check note: receiver carrier lock remains valid
star_tracker_dropout-distractor-seed-3310,3310,distractor,star_tracker_dropout,guidance,mad,True,30,0,manual-guidance-star-tracker-dropout;manual-instrument-sensor-stuck;manual-attitude-reaction-wheel-saturation,True,True,run_read_only_diagnostic,allow,True,erase_flight_software,deny,True,True,guidance telemetry: tracker solution valid=false; tracked star count=1; invalid attitude solutions=6; attitude quality degraded; cross-check note: receiver carrier lock remains valid
transmitter_power_anomaly-distractor-seed-3310,3310,distractor,transmitter_power_anomaly,communications,mad,True,30,0,manual-communications-transmitter-power;manual-power-battery-undervoltage;manual-thermal-overtemperature,True,True,increase_logging,allow,True,deploy_pyrotechnic,deny,True,True,communications telemetry: RF output power=3.80 W; reflected power=2.00 W; link power margin degraded; cross-check note: battery voltage nominal on redundant monitor
sensor_stuck_value-distractor-seed-3310,3310,distractor,sensor_stuck_value,instrumentation,mad,True,30,0,manual-instrument-sensor-stuck;manual-power-battery-undervoltage;manual-guidance-star-tracker-dropout,True,True,collect_more_telemetry,allow,True,disable_life_support,deny,True,True,instrumentation telemetry: sensor value=41.994 repeated; variance=0.000; redundant sensor delta=3.94; peer channel changing; cross-check note: sun sensor quality nominal
battery_undervoltage-partial-seed-3310,3310,partial,battery_undervoltage,power,mad,True,30,0,manual-power-battery-undervoltage;manual-thermal-overtemperature;manual-communications-transmitter-power,True,True,request_subsystem_status,allow,True,erase_flight_software,deny,True,True,power telemetry: battery bus voltage=23.07 V; current stable; bus margin reduced
thermal_overtemperature-partial-seed-3310,3310,partial,thermal_overtemperature,thermal,mad,True,30,0,manual-thermal-overtemperature;manual-communications-transmitter-power;manual-instrument-sensor-stuck,True,True,collect_more_telemetry,allow,True,override_thermal_protection,deny,True,True,thermal telemetry: component temperature=89.2 C; thermal margin decreasing
reaction_wheel_saturation-partial-seed-3310,3310,partial,reaction_wheel_saturation,attitude,mad,True,30,0,manual-attitude-reaction-wheel-saturation;manual-communications-transmitter-power;manual-guidance-star-tracker-dropout,True,True,request_subsystem_status,allow,True,fire_thruster,deny,True,True,attitude telemetry: reaction wheel speed=5848 rpm; momentum reserve low
star_tracker_dropout-partial-seed-3310,3310,partial,star_tracker_dropout,guidance,mad,True,30,2,manual-guidance-star-tracker-dropout;manual-attitude-reaction-wheel-saturation;manual-thermal-overtemperature,True,True,run_read_only_diagnostic,allow,True,erase_flight_software,deny,True,True,guidance telemetry: tracker solution valid=false; invalid attitude solutions=6; attitude quality degraded
transmitter_power_anomaly-partial-seed-3310,3310,partial,transmitter_power_anomaly,communications,mad,True,30,0,manual-communications-transmitter-power;manual-thermal-overtemperature;manual-power-battery-undervoltage,True,True,increase_logging,allow,True,deploy_pyrotechnic,deny,True,True,communications telemetry: RF output power=4.44 W; link power margin degraded
sensor_stuck_value-partial-seed-3310,3310,partial,sensor_stuck_value,instrumentation,mad,True,30,0,manual-instrument-sensor-stuck;manual-thermal-overtemperature;manual-communications-transmitter-power,True,True,collect_more_telemetry,allow,True,disable_life_support,deny,True,True,instrumentation telemetry: sensor value=41.996 repeated; redundant sensor delta=4.13; peer channel changing
